hour	cpm	publisher	user_id
108	37.53	1	11518
111	273.02	1	8446
107	125.5	1	22263
110	47.52	1	9317
110	420.36	1	10717
107	149.9	1	22883
115	70.2	7	2238
104	167.82	3	11983
118	49.4	2	1554
119	109.24	2	11176
119	115.14	1	13725
105	69.82	1	8042
115	92.5	1	16936
107	30.0	1	22354
96	75.0	2	2837
113	67.5	1	1140
113	70.0	1	13388
101	30.0	1	22261
112	70.0	1	25061
116	52.44	3	6868
96	981.46	1	9771
98	222.4	1	24422
102	30.0	1	21324
109	30.0	2	3079
104	67.5	1	18606
113	75.0	1	17525
117	90.0	2	2127
104	204.6	1	463
113	70.0	1	18743
97	165.0	3	10809
106	30.0	2	15958
119	60.0	1	16951
109	167.5	2	802
104	120.0	1	1652
110	100.0	2	25767
104	617.97	2	4876
111	70.32	1	5517
109	30.22	1	11518
117	85.0	2	7272
119	148.68	1	19860
116	357.36	3	16433
106	90.78	1	2718
112	300.3	2	23948
119	30.0	2	21650
112	39.0	1	1824
115	30.0	1	1831
104	42.5	7	12335
104	398.46	1	14512
110	513.85	1	16756
96	404.9	1	4329
107	836.68	2	3058
114	123.0	1	10518
108	120.0	2	19326
111	45.0	1	17472
103	172.42	2	1775
103	170.0	1	24079
117	49.08	5	17012
108	55.68	1	19868
118	30.0	1	18483
118	50.0	1	4846
108	105.9	2	18929
106	123.1	1	14658
119	94.95	1	23692
110	398.48	2	24336
117	165.0	7	13090
105	92.5	1	20607
112	38.95	1	16557
104	30.0	2	12640
116	30.0	5	7473
98	445.17	1	22050
114	491.16	1	22141
98	230.0	1	521
107	467.16	1	24067
100	222.48	2	4001
100	596.8	1	22206
115	60.0	1	13256
96	82.5	7	4549
117	196.77	1	10262
101	30.0	1	8496
109	31.5	1	14825
112	372.96	2	16843
112	250.08	7	7070
107	279.96	1	6939
106	116.95	1	11962
118	193.23	1	5084
111	50.0	5	16439
111	30.0	2	17441
112	82.5	1	13901
115	210.0	1	12568
115	133.12	1	15403
97	190.0	1	10220
107	258.3	1	13156
103	361.4	1	9119
96	410.17	1	9422
115	32.0	1	7021
118	165.0	1	4706
103	100.0	1	16203
116	150.26	1	2355
105	33.0	1	20597
104	237.72	2	18456
115	41.47	1	26525
115	125.52	1	19875
107	204.7	1	10847
105	80.0	1	3435
107	204.28	1	18109
117	30.0	1	3025
98	60.0	1	15776
111	582.78	11	11340
111	35.0	2	18456
110	90.0	2	2933
111	41.82	3	10284
103	90.0	1	16029
114	75.0	1	9464
115	30.03	1	16506
113	30.0	1	12402
111	248.07	1	7428
103	76.27	1	26140
104	50.0	2	859
104	30.0	1	14576
108	191.22	1	16401
114	55.0	1	22445
117	214.56	1	4278
115	121.5	2	2702
117	30.0	1	20133
116	76.5	1	26790
117	263.95	2	11245
116	120.0	1	18539
110	50.0	1	27402
107	83.15	1	22932
117	30.0	1	5986
118	70.0	1	24747
118	35.62	2	17287
107	80.0	1	5716
109	205.28	1	1380
107	100.0	1	27691
102	105.0	1	8231
107	205.0	2	27749
101	192.5	2	11322
113	30.0	1	16557
113	204.0	2	12112
106	30.0	3	3299
101	399.39	2	24104
109	261.36	2	5777
117	243.28	1	4278
117	66.96	7	26326
108	162.0	1	4388
98	426.67	2	19434
98	68.75	2	820
105	108.54	2	24014
112	170.0	1	3424
105	30.0	1	16506
97	655.47	1	8326
100	33.55	1	16004
117	153.39	1	1627
117	38.38	1	8596
106	67.75	2	27239
107	71.4	1	25302
106	79.34	1	15564
106	33.0	1	25298
109	117.5	2	22860
113	77.46	1	18964
118	62.48	1	19666
114	58.14	1	7672
119	110.0	1	6978
111	90.0	2	25536
105	110.0	1	8765
106	31.57	2	14424
111	205.0	2	5794
112	85.2	1	24368
109	957.65	3	16680
107	62.0	3	19137
105	31.8	1	2956
103	135.0	2	8152
109	164.66	8	5014
114	100.0	3	14897
117	60.0	5	8342
99	135.0	1	1479
105	31.08	2	9818
105	169.44	2	6073
106	31.5	1	1652
96	155.0	10	19618
110	330.0	2	27065
111	658.23	1	7022
113	174.0	2	904
115	241.78	1	11029
100	129.0	2	20875
118	170.0	1	20277
105	108.15	1	9743
105	30.0	1	968
101	90.0	2	11724
119	172.0	1	14871
101	80.0	5	22994
100	36.87	7	25442
102	228.0	1	12592
119	53.73	2	17462
115	103.03	7	1188
105	37.5	1	10351
96	150.0	1	10339
119	45.0	2	8015
112	60.0	2	8207
109	806.22	1	16417
105	80.0	1	222
111	75.0	2	3635
111	30.03	2	4875
115	247.71	1	5447
115	71.57	1	17917
105	184.76	2	23444
105	195.0	1	886
107	164.68	2	1775
119	82.1	2	6049
107	820.9	1	8683
110	30.0	1	27162
115	45.0	1	18697
112	204.02	1	16379
104	83.88	3	16814
111	31.8	1	25501
114	354.86	7	6737
101	370.0	1	2302
103	57.54	1	14690
102	384.57	2	15649
98	155.0	1	4205
119	709.56	1	20846
112	30.0	1	13139
106	30.0	1	13165
113	92.5	1	13966
108	37.5	1	5205
109	134.2	1	7641
117	35.0	2	8264
115	50.0	2	22824
114	30.0	1	7739
107	78.81	3	12933
117	94.98	2	16962
111	150.03	1	22169
112	61.66	2	17486
104	180.0	1	6720
116	75.0	1	14504
115	68.87	1	18765
112	144.9	1	20871
117	70.21	1	27361
115	32.5	3	8148
113	120.0	1	9747
111	142.5	1	20824
104	76.51	3	5936
110	203.5	2	6936
110	194.9	2	21332
111	60.0	2	16205
101	30.0	2	3121
104	249.6	1	10263
98	105.0	1	4205
104	203.7	1	22094
107	30.0	1	7977
100	75.0	3	11222
112	330.0	1	13331
113	50.0	1	26002
113	97.5	1	21630
113	475.92	1	21566
115	165.0	1	9804
114	92.0	2	11256
116	88.0	1	12568
99	120.0	3	25548
117	64.0	1	10214
115	80.0	1	1732
113	30.0	1	16034
113	50.0	2	10980
105	45.0	1	21091
105	90.0	2	12828
119	36.0	1	27707
105	42.5	1	12218
116	91.92	2	2354
106	97.0	7	13506
105	321.18	2	17418
106	30.0	1	18080
106	715.92	1	24440
113	32.0	2	22860
110	346.67	2	21074
116	70.0	1	1589
103	30.0	1	5769
110	262.68	1	3249
119	214.44	1	12344
118	90.0	2	15923
109	60.4	1	12849
110	240.0	2	3386
114	37.5	2	18861
96	84.97	9	8248
111	390.0	2	24136
117	201.62	1	6295
113	186.3	1	17525
112	364.44	1	2710
112	562.5	2	12980
112	100.0	1	7368
103	50.0	1	14167
103	130.0	1	8516
103	49.94	2	21418
99	30.0	2	17895
111	40.0	1	18767
105	60.0	1	6477
108	30.0	1	4193
104	208.75	1	463
111	41.2	1	346
119	172.14	1	13961
119	71.8	1	4277
101	270.0	1	20159
117	150.0	1	25505
115	30.0	1	21705
104	96.0	2	505
98	315.15	2	8626
115	130.0	7	18901
114	154.92	7	109
105	40.0	1	21825
104	107.88	1	7974
113	94.16	3	10212
117	37.63	6	22601
116	95.0	1	2513
108	30.0	1	9937
105	90.0	2	15512
103	140.0	2	7308
102	225.56	1	2710
112	120.0	1	19524
104	30.0	1	259
116	142.5	1	5439
98	240.0	1	3858
105	38.88	3	6134
101	42.5	1	968
119	72.39	1	19889
118	280.0	1	25443
118	220.0	1	24208
104	45.0	1	25729
118	30.0	13	804
118	50.0	1	19842
112	31.5	7	26323
96	360.0	1	7728
105	82.5	1	3745
114	417.12	2	13492
108	356.82	7	22872
108	145.56	1	24972
118	30.0	1	24295
104	195.0	1	8576
119	50.0	3	6634
97	210.0	2	27201
116	95.64	2	21368
114	100.0	1	18276
106	247.95	1	3134
103	112.26	7	24307
105	102.0	1	16583
115	70.0	1	12380
109	62.79	1	2566
111	30.0	2	4875
101	102.0	1	656
117	110.0	1	26929
117	108.15	2	6603
116	50.0	1	3171
116	90.02	2	26471
111	30.0	1	11980
111	30.0	2	12831
118	50.0	2	15512
117	36.0	1	19273
116	255.0	1	17999
109	30.0	1	1082
114	210.0	1	6805
107	60.0	3	12083
114	360.0	2	27160
115	76.26	1	24795
107	80.0	1	9902
117	32.14	1	24959
119	155.0	3	1072
105	45.0	1	6323
111	246.0	1	21095
117	165.0	12	11717
115	105.0	1	20138
105	653.61	2	15040
102	285.69	1	3039
111	150.54	1	16039
119	80.85	1	25834
115	31.5	1	15359
104	150.0	1	16557
98	142.8	2	18929
118	128.77	2	3076
119	50.0	1	23692
111	141.24	7	4820
112	90.0	1	2086
112	84.0	2	6678
112	75.4	1	10063
104	75.0	1	21126
118	41.78	1	26797
111	70.0	1	14229
115	51.33	2	3251
117	67.69	2	19960
117	70.0	2	23617
102	67.5	1	21749
100	135.0	2	20875
102	162.0	1	26238
115	80.0	1	17291
112	61.0	1	3745
112	78.52	1	18179
112	720.0	7	4113
105	30.0	2	10980
98	869.68	1	3889
116	690.0	1	26962
116	174.02	3	14697
113	204.0	2	10980
119	605.0	2	10426
117	56.4	16	5468
117	250.0	3	27191
111	69.36	1	5447
113	100.25	1	7208
106	60.56	2	193
118	34.7	1	10164
105	390.0	3	27635
118	33.16	1	1590
115	393.5	1	18378
106	41.14	3	1847
117	47.5	1	2782
118	76.18	1	6247
117	425.7	1	9228
117	170.0	2	27106
107	107.52	1	20178
96	63.15	1	9422
115	30.0	6	19406
115	1443.0	2	2975
112	42.52	1	23807
97	104.53	1	3335
112	83.76	1	10045
113	90.0	2	21740
96	50.0	1	26814
118	45.0	2	18573
111	298.18	1	25388
113	80.0	1	25833
97	300.94	1	11295
113	465.12	1	25424
108	483.48	1	16093
111	205.65	1	13116
102	91.0	1	3933
117	75.0	1	16194
108	591.22	1	3877
100	202.0	1	8721
116	262.02	1	22498
106	318.65	3	1436
117	230.0	1	22006
117	30.0	7	4505
116	30.0	1	3171
118	55.0	2	25569
108	90.0	1	10776
109	168.63	1	15485
109	30.0	7	16099
101	162.0	1	7632
109	1036.7	7	21895
107	75.0	7	14078
105	87.68	1	22263
105	427.55	2	15420
111	205.0	2	7058
107	820.0	7	3577
118	63.2	1	6404
103	246.0	1	4028
109	150.0	2	3605
105	159.1	1	2442
114	48.3	1	14241
111	52.84	3	20840
112	127.5	1	14569
115	99.5	2	16962
118	205.0	2	3836
118	70.0	2	770
111	229.5	2	20996
114	480.0	7	15502
104	63.7	1	25651
107	120.0	1	10251
105	90.0	1	24887
114	301.25	1	14418
105	230.0	2	3836
115	50.0	1	11318
119	76.12	2	193
112	540.0	1	25946
109	120.0	2	19229
104	160.25	2	14877
96	230.0	1	41
109	32.04	1	11767
104	258.64	1	16584
97	185.7	5	25871
119	174.72	3	25617
111	415.92	1	17276
115	83.16	1	1652
101	170.0	2	10086
103	65.0	2	13288
115	255.0	7	4979
113	45.0	1	21980
114	30.0	3	4109
111	110.16	2	1775
103	105.0	1	3833
100	120.0	2	4502
113	30.0	7	20593
109	95.06	2	27338
109	45.22	2	7903
116	30.0	1	24392
115	92.09	1	11469
106	230.16	2	9870
111	1012.64	7	22872
109	30.0	3	17069
111	214.71	1	7604
107	30.0	1	2435
107	270.0	2	5778
110	39.9	9	26427
103	170.0	1	6667
103	90.0	1	8237
108	93.0	1	24405
108	70.0	3	21684
106	682.2	7	23500
106	135.0	1	19759
119	40.0	2	21003
115	50.0	2	16278
111	30.0	1	23479
116	180.0	1	19241
112	159.98	1	24565
116	32.0	1	15531
114	787.2	7	17476
113	51.84	5	12200
109	50.0	2	16498
112	75.0	2	17808
109	30.0	1	22229
114	510.93	2	15028
101	70.0	1	5588
112	42.5	2	22762
108	1863.75	3	27500
106	32.5	2	10766
114	190.0	2	18968
106	82.5	1	24998
113	37.5	1	3928
114	37.5	1	23284
104	50.0	1	14262
104	137.01	1	18606
112	54.76	7	2718
98	499.56	1	3643
98	40.81	1	4205
99	30.0	1	8735
112	56.91	3	5851
104	80.0	1	22216
114	59.16	1	24690
106	135.0	2	8728
114	210.0	1	8072
100	50.0	1	17815
99	160.0	1	18773
115	31.5	1	23581
106	700.32	2	4055
106	30.0	2	3181
107	67.75	2	14908
114	105.0	15	18007
101	258.64	2	19712
113	160.3	2	19625
109	260.19	3	19572
107	42.39	1	23853
115	360.06	1	4870
103	97.0	2	23494
100	180.0	2	6517
110	157.88	1	14436
118	108.15	1	8881
98	180.0	1	15305
102	146.08	1	2117
119	485.05	2	25235
105	106.5	1	26746
105	30.0	1	22045
109	240.94	1	23435
117	32.52	3	22104
107	102.0	1	6168
112	90.0	1	23316
114	150.0	1	15589
98	223.53	2	7100
116	207.68	2	27338
97	30.0	1	12758
101	270.0	2	10906
108	152.15	1	24555
105	30.0	1	5406
119	540.0	2	8403
114	76.5	2	24791
103	72.58	1	1008
118	97.0	1	4915
111	50.0	1	9937
115	96.15	2	7308
118	45.26	3	13336
105	33.48	7	4580
110	47.01	1	19961
117	60.0	1	8596
116	110.0	3	15556
106	30.0	1	22356
107	80.0	2	14908
105	122.88	2	8103
101	106.2	3	10835
108	140.0	2	24232
118	81.54	3	16271
118	30.0	2	24791
108	47.15	2	5670
114	30.0	1	15531
106	30.0	1	564
117	171.02	2	12838
110	30.0	1	18996
103	90.0	1	20402
106	64.44	2	24609
117	53.24	1	18415
105	104.26	1	7752
106	186.3	1	21566
106	116.0	1	16376
119	130.0	2	22200
112	65.0	2	22881
97	338.92	2	8715
106	199.3	3	8772
105	105.0	5	14225
105	135.0	1	24224
104	62.64	1	22632
112	30.0	1	23676
102	90.0	1	12133
102	1076.11	1	5923
96	291.21	1	17952
97	136.16	2	15341
103	240.0	1	5759
96	131.32	1	21489
107	45.0	1	17804
112	42.5	1	7368
108	135.0	2	12427
107	264.0	1	7797
107	83.94	2	7859
106	665.78	1	14718
110	50.0	1	10288
113	662.5	1	7371
96	93.98	2	17304
102	50.14	1	17839
104	298.26	1	2916
115	188.84	2	4365
112	70.32	1	10244
112	75.0	1	5566
100	532.76	2	6500
113	240.0	1	19945
112	645.78	3	27324
110	147.42	1	24807
117	60.0	1	4067
116	58.1	1	14028
113	211.48	1	22455
113	97.42	1	25958
106	153.94	1	6666
101	253.84	1	8658
113	31.4	1	5948
107	105.0	1	14729
114	292.0	1	15776
112	30.0	2	12088
103	112.78	3	16815
104	80.0	1	20475
118	30.49	1	26918
109	33.36	2	15675
118	90.0	1	6247
104	90.0	1	22642
111	50.0	2	5738
108	30.0	1	18028
105	30.0	1	17839
113	65.82	1	24548
114	61.92	1	27475
117	30.0	2	8264
99	300.0	1	11943
119	840.0	1	19182
107	424.92	1	17021
100	105.0	1	19807
116	105.0	1	17169
111	79.0	2	2867
103	360.0	1	4042
105	40.0	7	2043
105	226.12	2	937
106	469.24	2	4588
111	362.5	1	275
114	688.1	1	10508
112	30.0	7	13529
112	471.57	2	26383
112	79.05	7	7565
119	60.0	3	24270
112	45.78	1	16989
105	67.72	3	15190
103	117.5	2	13288
103	225.09	1	1694
102	121.44	1	19203
102	291.62	5	22255
107	1101.0	7	8102
117	30.0	1	23595
103	195.0	1	26873
119	570.96	1	19710
106	46.5	1	11857
107	290.88	1	25449
107	783.58	1	6939
109	82.38	1	24938
118	80.0	1	528
115	80.0	2	5778
113	135.0	1	24212
117	724.38	1	25521
117	50.0	1	22353
119	153.84	1	2782
106	94.02	1	23304
104	70.0	2	9062
119	480.02	2	13646
119	34.56	1	20700
104	74.72	1	2682
118	30.0	1	26862
115	39.0	1	20535
112	54.48	1	18926
117	45.03	1	21158
116	150.0	2	18149
99	288.39	1	6139
106	34.89	7	12953
113	279.63	1	3521
117	173.58	1	13573
97	44.12	1	23150
117	45.0	1	13798
117	92.21	1	24695
118	78.06	3	13638
96	123.78	1	1350
109	464.02	7	15230
113	147.5	2	15057
104	135.0	1	14103
102	1348.52	1	12059
107	480.0	1	4212
104	131.82	2	16812
113	100.0	2	6584
112	185.02	2	21261
98	170.0	1	4205
105	120.0	2	16856
115	106.2	1	3890
107	85.0	9	21122
96	699.09	2	16821
106	156.0	1	17746
111	40.0	1	272
112	49.59	8	4152
110	146.0	2	8544
118	60.0	6	21083
101	240.0	1	3477
110	75.0	2	16041
114	90.0	1	19227
108	70.0	1	23328
104	719.73	1	6616
104	181.2	2	26113
114	210.0	2	17441
115	123.0	1	20294
110	506.0	1	11000
119	32.9	1	21553
107	30.0	1	15717
112	80.0	2	16703
113	30.0	1	18137
102	45.28	2	2041
102	162.0	1	11637
110	254.0	3	6158
96	30.0	1	22784
118	120.0	2	25553
117	30.0	1	4870
108	389.0	1	7079
108	301.92	1	7614
97	300.0	1	7871
97	360.0	3	20244
104	30.0	1	7007
104	558.45	3	5936
114	79.38	1	3084
111	73.47	3	23159
115	170.0	1	7680
117	30.0	1	9757
117	30.0	1	605
118	373.28	1	19633
113	67.5	1	13148
107	255.0	1	16504
112	86.62	1	25728
112	150.12	2	1889
107	50.0	1	16748
112	146.68	1	23631
109	330.0	2	15028
96	168.39	1	22050
117	91.0	2	394
103	255.0	1	27720
104	37.84	1	7741
117	57.96	1	26910
114	51.0	1	12218
114	30.0	2	4376
110	64.45	1	21158
106	180.0	2	25908
118	333.98	2	12172
113	132.26	1	23711
115	120.0	1	1959
106	162.04	7	4123
103	30.0	2	19255
109	94.75	1	3645
113	30.0	1	272
109	64.02	7	14843
101	180.0	3	12655
105	54.46	1	4691
105	30.0	1	12775
108	49.47	2	23048
107	158.64	1	19937
99	197.51	1	2567
117	102.0	1	1520
111	36.14	2	6837
105	115.0	1	16640
103	630.05	2	6726
105	377.79	3	1833
117	60.0	2	16463
111	56.13	1	7868
96	420.0	1	2977
103	35.0	1	23367
96	138.0	1	9565
102	120.0	1	25577
106	30.0	1	18388
118	75.0	1	4706
106	30.0	2	25576
110	72.75	1	13285
111	160.62	1	21582
109	64.0	2	1716
109	30.0	1	16816
108	42.15	2	8541
118	171.1	2	5864
96	160.25	1	8867
102	135.0	1	778
102	247.88	8	27339
112	160.25	2	10192
110	270.0	7	4820
118	134.2	1	2067
119	103.23	1	17843
97	191.71	1	8977
115	74.66	1	23782
112	121.0	2	947
109	80.0	1	24444
118	88.1	1	10045
112	75.66	1	12856
101	183.7	1	19567
107	290.0	1	22498
106	52.46	1	11520
102	478.58	1	8020
111	47.5	1	3871
111	81.01	1	12760
109	220.0	1	17145
104	163.49	2	10150
114	205.0	1	20612
112	93.0	1	22525
113	91.9	1	7420
106	60.06	7	22931
107	210.0	1	9407
114	83.73	4	9959
110	205.0	2	1107
110	150.6	2	24363
105	135.45	1	9639
112	864.16	2	24211
106	197.62	1	26955
108	83.0	1	25827
107	30.0	2	15272
98	270.0	1	3899
105	67.5	1	21817
105	120.0	1	24032
114	95.6	1	23292
112	628.4	1	26191
115	40.0	2	18683
115	141.24	1	10104
113	1164.15	1	21828
100	90.0	2	10086
104	70.0	2	27271
112	218.49	2	26252
112	30.0	6	11916
114	121.02	1	6785
115	50.0	1	1779
117	30.0	1	15600
105	205.0	1	11865
108	396.71	7	20660
117	51.27	1	18765
118	105.0	1	15198
97	106.58	7	22629
103	118.0	1	25120
112	230.0	2	20855
112	346.1	2	17082
112	44.2	1	21412
102	230.0	1	4351
113	41.09	1	22414
109	97.2	1	21978
106	48.0	2	15057
113	70.71	1	22361
119	41.7	1	2878
102	141.0	2	2662
101	96.0	1	20372
117	1188.12	1	5718
117	45.41	2	14038
115	800.31	7	26411
97	300.0	2	12421
110	480.0	1	14278
117	103.74	2	14108
116	92.5	2	15411
118	73.61	1	6325
112	100.0	1	10263
96	460.64	7	13136
115	271.94	1	12923
107	33.56	2	22535
113	255.0	1	22628
106	90.0	1	17088
105	30.0	1	12092
105	35.66	2	5049
104	370.0	2	12376
105	210.0	1	783
99	130.0	2	11261
113	62.43	1	18179
109	171.36	1	9820
103	900.0	7	19729
102	150.0	1	4309
115	163.88	2	102
105	37.88	3	6134
117	330.98	1	11719
118	167.5	2	14193
107	110.0	1	21862
107	60.2	2	16549
107	80.64	2	26054
96	203.9	7	25547
105	255.0	2	6603
105	30.0	1	1573
112	972.0	2	20501
104	200.0	1	762
118	51.9	1	1217
113	48.0	3	12813
113	323.24	3	20854
119	52.9	1	8909
104	156.6	1	16260
108	110.0	1	15079
101	104.68	1	7007
114	105.0	1	12225
109	70.0	1	13702
109	30.0	11	20234
104	50.0	2	19052
119	55.0	2	5975
99	75.0	1	25562
118	362.49	2	3407
103	155.0	2	7754
118	128.22	1	12288
113	60.0	2	11982
104	60.0	1	14856
114	210.0	7	2718
118	170.3	1	11629
111	30.0	1	24985
111	30.0	1	11156
103	154.0	1	15006
112	180.0	2	4055
109	30.0	1	18557
101	651.58	1	9974
117	114.84	2	5357
112	317.33	2	14610
109	72.0	1	15760
104	30.0	1	10541
118	68.16	3	7026
114	84.0	1	25538
113	120.0	1	12333
112	144.02	1	7129
106	173.98	1	23714
104	708.0	1	22404
109	154.95	1	25066
115	194.43	1	4870
118	193.6	1	15017
111	435.0	2	20855
96	42.5	1	25827
116	59.98	1	6173
115	106.92	11	25341
112	49.28	1	17046
107	175.0	1	20127
105	162.0	1	16640
116	185.48	7	23618
115	284.5	1	9572
105	193.82	1	21910
104	30.0	2	13187
114	70.0	1	19857
117	162.0	1	16418
118	120.0	2	24919
107	280.0	2	20161
112	55.0	1	21474
106	111.1	1	603
112	90.0	1	20349
111	121.5	1	4649
102	310.0	1	434
101	224.09	1	1323
100	30.0	1	24271
97	114.0	1	20555
105	258.64	1	17127
119	30.0	11	24882
118	65.1	3	10284
110	40.92	8	17088
103	179.46	1	524
106	86.7	1	12306
106	195.0	1	23374
105	722.04	2	214
114	60.0	1	11518
103	100.0	2	27734
98	305.0	1	21974
106	470.0	2	1501
104	285.0	1	26761
109	50.0	1	17959
111	90.0	1	19945
109	330.0	1	18637
109	134.44	2	26383
104	30.0	9	11419
108	44.46	1	14719
114	30.0	1	19135
110	240.0	1	20192
106	156.42	1	26862
99	210.5	7	5348
104	47.76	8	13355
110	101.46	4	4906
110	250.0	1	17490
106	241.46	1	16630
97	230.0	2	372
112	720.34	2	10716
104	30.24	1	16034
114	80.0	1	23581
97	335.83	2	14610
119	245.08	1	5634
111	30.0	2	5670
109	118.61	1	16165
108	155.0	7	5566
103	70.0	3	26074
117	30.0	1	21966
116	30.16	1	205
107	253.44	6	22982
114	84.0	1	12882
117	246.0	2	25984
112	160.64	1	5397
105	105.0	3	2479
111	83.19	2	11165
98	30.0	6	10562
104	360.0	2	24572
116	330.0	1	7948
106	50.0	1	7325
110	41.22	1	3245
113	80.0	1	17781
113	346.44	1	3933
114	30.0	3	17122
110	405.0	2	10218
106	150.0	1	3938
111	408.84	2	3387
114	50.0	1	2870
103	55.0	2	17055
113	30.0	2	8153
112	50.45	1	10258
112	57.66	3	20599
105	50.0	1	6097
115	471.0	3	3026
115	130.0	1	5388
115	197.01	1	18937
118	330.0	1	9668
118	30.0	10	26019
113	54.3	2	10980
116	108.0	1	20419
116	45.0	1	19795
96	124.8	7	18141
98	210.0	1	15305
98	270.0	1	7622
118	80.0	2	770
117	135.0	2	20875
116	30.0	2	14675
116	200.0	2	2570
96	86.17	2	9444
113	510.0	2	22066
119	248.67	1	1892
111	108.15	2	18805
119	160.25	1	16100
98	171.28	7	13967
108	150.0	1	11758
115	222.45	1	9665
107	37.5	1	7368
104	50.0	1	19920
109	70.32	1	5719
117	30.0	1	22078
105	36.0	1	10579
112	40.0	2	20130
105	70.0	2	1343
96	390.0	1	27444
109	156.0	7	16602
99	50.0	2	17895
114	1028.73	2	11331
111	67.5	3	17447
119	88.0	1	19221
118	30.0	1	2670
100	110.0	2	12213
103	132.0	1	4672
105	90.0	1	27507
108	108.15	1	10420
108	83.4	3	8774
117	150.0	1	9242
111	92.88	1	26686
117	156.88	2	15860
117	30.0	1	20142
116	470.0	1	10406
109	120.0	2	755
108	64.83	1	13761
107	83.76	2	8445
104	272.0	1	21118
102	62.22	1	5221
112	50.0	1	24800
118	50.0	1	20799
108	64.34	1	22972
101	130.0	2	2933
111	205.0	1	17869
103	2302.02	1	17611
104	45.0	2	11743
114	64.24	7	20855
113	415.92	7	25951
106	50.0	3	953
101	111.0	1	22261
110	600.0	1	9903
110	96.72	2	26734
111	39.36	1	3245
118	247.5	3	15802
105	120.0	1	222
116	30.0	1	21918
107	257.19	5	21296
103	55.18	1	6323
96	410.98	1	12656
106	120.0	1	24370
107	75.3	2	6896
109	105.46	2	23211
107	90.0	1	12148
106	30.0	1	17088
117	90.0	1	19868
117	255.0	1	25505
116	205.0	3	10547
109	405.0	2	1331
96	370.0	1	18540
116	30.0	1	27740
105	97.2	7	24851
99	70.0	4	15054
118	151.23	1	24484
116	77.49	1	20138
107	110.0	2	4624
108	958.64	7	17704
112	37.26	1	20348
112	31.43	8	9823
112	58.41	1	9781
106	30.0	1	16905
103	55.92	1	5640
112	75.0	1	19773
117	243.52	1	16570
118	124.68	1	2823
98	255.0	7	26960
97	30.0	1	16559
114	155.52	5	7196
106	45.54	7	21154
117	150.0	7	14650
115	580.0	1	14899
113	187.52	1	7363
96	60.48	2	3884
101	929.97	1	5269
108	100.0	1	15215
116	128.84	2	2933
115	41.92	1	26493
115	228.0	7	1188
112	311.86	3	4921
109	38.5	7	27358
96	240.0	1	1727
98	210.0	1	11232
101	221.76	2	231
113	71.0	1	16034
111	50.0	1	13056
102	270.0	1	16085
101	211.5	1	21111
106	68.79	1	2895
105	150.0	1	23581
110	30.0	1	19647
105	180.0	1	24224
99	170.0	1	6139
108	30.0	1	24512
112	80.0	7	14614
107	90.62	1	23467
106	90.51	2	9256
105	90.0	2	18694
114	75.66	1	15862
114	207.5	1	14418
111	190.52	1	16093
104	170.0	1	1902
102	92.0	6	15897
100	96.0	2	10092
114	130.0	1	9919
116	50.0	1	7273
115	80.0	1	25833
119	87.9	2	1315
96	170.0	1	13044
107	160.0	1	7797
112	173.28	2	2306
111	87.8	1	3075
102	300.0	1	26384
108	50.0	6	492
107	30.0	2	15031
97	190.0	1	6154
97	138.0	1	18610
118	147.9	7	23589
111	124.98	1	19945
115	60.0	3	5743
115	138.6	1	8023
113	50.0	1	17364
118	50.2	1	19018
107	225.0	1	6570
104	60.0	1	4193
112	90.0	7	8786
104	139.42	1	2743
114	90.0	2	18894
110	570.0	3	15644
117	72.0	1	18470
104	70.0	1	3979
112	370.0	7	10435
109	240.0	2	17315
109	165.0	1	9254
110	108.15	1	21093
103	150.0	1	8099
118	192.5	1	23374
109	180.0	1	3502
109	75.0	1	14120
106	102.0	2	3605
115	120.0	2	15160
108	47.77	1	11243
97	150.0	1	24082
97	2295.32	2	21674
102	370.0	1	27431
102	57.79	2	5949
106	109.08	1	27096
111	31.8	5	16362
111	478.0	3	6158
114	805.0	1	9725
105	33.0	2	12588
104	262.5	2	22375
114	275.0	2	17598
102	155.0	1	8330
109	76.74	2	8946
112	127.6	2	27201
114	307.59	2	3801
108	132.0	1	9843
118	40.0	1	16376
118	37.52	1	5313
115	370.0	7	13824
105	195.0	2	26383
96	210.0	2	27285
109	355.0	1	4079
104	30.0	7	24843
107	336.0	1	20080
110	30.0	1	8599
110	108.15	2	17009
109	229.8	1	26094
115	90.0	1	24843
118	40.7	1	23019
98	174.0	1	25427
110	72.61	1	22640
99	120.0	2	19052
110	30.1	1	3111
102	264.22	1	12629
119	55.0	2	23806
109	30.0	10	22163
108	55.0	1	6887
109	68.28	1	10322
96	390.0	1	9639
116	78.18	2	26300
104	90.0	1	22109
119	30.0	3	10049
103	183.0	11	7994
115	32.25	9	12702
117	50.58	1	11617
109	330.0	1	22175
109	30.0	1	1196
114	370.5	1	15761
119	47.25	1	10365
119	349.88	3	20935
104	162.0	1	1870
110	2017.78	2	26422
103	75.5	2	16919
102	228.0	1	13951
100	150.0	1	15975
105	127.28	2	18683
118	50.0	1	7531
107	300.0	7	1982
99	120.0	1	20704
114	255.0	1	24440
114	32.86	1	19920
103	50.0	1	13416
112	60.0	1	21452
107	30.0	1	15082
109	217.5	2	23073
103	30.0	1	2229
117	30.15	1	10107
112	61.52	1	8922
112	56.36	2	18283
115	36.85	1	18128
